Número da Compra;Número do Item;Descrição;Descrição Detalhada;Início da Vigência;Fim da Vigência;Unidade;Qtd. Autorizada;Fornecedor;Val. Unitário;Qtd. Saldo;Link do Item;Tipo de Compra;Número do Pregão;Ano do Pregão;UASG;key;Número da Compra_y;Objeto;Número do Item_y;Descrição_y;Descrição Complementar;Unidade de Fornecimento;Ano do Pregão_y;Número do Pregão_y
Pregão | 90003/2024;12;443267 - PARAFUSO;PARAFUSO, MATERIAL BICROMATIZADO, TIPO CABEÇA CHATA, COMPRIMENTO 45 MM, DIÂMETRO 4 MM, CARACTERÍSTICAS ADICIONAIS FENDA PHILIPS, APLICAÇÃO MADEIRA;25/05/2024;25/05/2025;160224 - PQ R MNT/5;2.0;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;31.0;2.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196872/show;Pregão;90003;2024;160224;90003_2024_12;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;12;PARAFUSO;PARAFUSO, MATERIAL BICROMATIZADO, TIPO CABEÇA CHATA, COMPRIMENTO 45 MM,       DIÂMETRO 4 MM, CARACTERÍSTICAS ADICIONAIS FENDA PHILIPS, APLICAÇĂO MADEIRA;Caixa 500,00 UN;2024;90003
Pregão | 90003/2024;13;443269 - PARAFUSO;PARAFUSO, MATERIAL BICROMATIZADO, TIPO CABEÇA CHATA, COMPRIMENTO 60 MM, DIÂMETRO 4 MM, CARACTERÍSTICAS ADICIONAIS FENDA PHILIPS, APLICAÇÃO MADEIRA;25/05/2024;25/05/2025;160224 - PQ R MNT/5;500.0;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;0.16;500.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196873/show;Pregão;90003;2024;160224;90003_2024_13;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;13;PARAFUSO;PARAFUSO, MATERIAL BICROMATIZADO, TIPO CABEÇA CHATA, COMPRIMENTO 60 MM,       DIÂMETRO 4 MM, CARACTERÍSTICAS ADICIONAIS FENDA PHILIPS, APLICAÇĂO MADEIRA;Unidade;2024;90003
Pregão | 90003/2024;14;239119 - BUCHA PARAFUSO;BUCHA PARAFUSO, MATERIAL NÁILON, TAMANHO S-10;25/05/2024;25/05/2025;160224 - PQ R MNT/5;1000.0;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;0.14;1000.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196874/show;Pregão;90003;2024;160224;90003_2024_14;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;14;BUCHA PARAFUSO;BUCHA PARAFUSO, MATERIAL NÁILON, TAMANHO S-10;Unidade;2024;90003
Pregão | 90003/2024;15;249218 - BUCHA PARAFUSO;BUCHA PARAFUSO, MATERIAL NÁILON, TAMANHO S-8;25/05/2024;25/05/2025;160224 - PQ R MNT/5;1000.0;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;0.1;1000.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196875/show;Pregão;90003;2024;160224;90003_2024_15;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;15;BUCHA PARAFUSO;BUCHA PARAFUSO, MATERIAL NÁILON, TAMANHO S-8;Unidade;2024;90003
Pregão | 90003/2024;16;318018 - BUCHA PARAFUSO;BUCHA PARAFUSO, MATERIAL PLÁSTICO, TAMANHO S-6;25/05/2024;25/05/2025;160224 - PQ R MNT/5;2.0;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;18.0;2.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196876/show;Pregão;90003;2024;160224;90003_2024_16;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;16;BUCHA PARAFUSO;BUCHA PARAFUSO, MATERIAL PLÁSTICO, TAMANHO S-6;Milheiro;2024;90003
Pregão | 90003/2024;18;266338 - CANTONEIRA METAL FERROSO;"CANTONEIRA METAL FERROSO, MATERIAL FERRO, LARGURA ABAS IGUAIS 3/4"" POL, ESPESSURA 1/8 POL, COMPRIMENTO 6 M";25/05/2024;25/05/2025;160224 - PQ R MNT/5;20.0;37.405.049/0001-34 - VILA METAL COMERCIO LTDA;44.24;20.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196877/show;Pregão;90003;2024;160224;90003_2024_18;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;18;CANTONEIRA METAL FERROSO;CANTONEIRA METAL FERROSO, MATERIAL FERRO, LARGURA ABAS IGUAIS 3/4´ POL,       ESPESSURA 1/8 POL, COMPRIMENTO 6 M;Metro;2024;90003
Pregão | 90003/2024;19;468763 - CONJUNTO BROCA;CONJUNTO BROCA, MATERIAL AÇO, APLICAÇÃO MADEIRA, COMPONENTES 7 PEÇAS DE 3, 4, 5, 6, 7, 8 E 10MM, TIPO CILÍNDRICA COM 3 PONTAS;25/05/2024;24/05/2025;160224 - PQ R MNT/5;12.0;40.044.357/0001-96 - CJC COMERCIO VAREJISTA E ATACADISTA DE FERRAMENTAS LTDA;11.75;12.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196878/show;Pregão;90003;2024;160224;90003_2024_19;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;19;CONJUNTO BROCA;CONJUNTO BROCA, MATERIAL AÇO, APLICAÇĂO MADEIRA, COMPONENTES 7 PEÇAS DE 3, 4, 5, 6, 7, 8 E 10MM, TIPO CILÍNDRICA COM 3 PONTAS;Unidade;2024;90003
Pregão | 90003/2024;20;468764 - CONJUNTO BROCA;"CONJUNTO BROCA, MATERIAL VÍDEA, APLICAÇÃO CONCRETO, COMPONENTES 8 PEÇAS DE 3; 4, 5, 6, 7, 8, 9 E 10MM";25/05/2024;25/05/2025;160224 - PQ R MNT/5;12.0;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;15.0;12.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196879/show;Pregão;90003;2024;160224;90003_2024_20;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;20;CONJUNTO BROCA;"CONJUNTO BROCA, MATERIAL VÍDEA, APLICAÇĂO CONCRETO, COMPONENTES 8 PEÇAS DE 3; 4, 5, 6, 7, 8, 9 E 10MM";Unidade;2024;90003
Pregão | 90003/2024;21;473176 - DOBRADIÇA PORTA;DOBRADIÇA PORTA, MATERIAL LATÃO, ALTURA 3 POL, LARGURA 2 1/2 POL;25/05/2024;24/05/2025;160224 - PQ R MNT/5;30.0;40.044.357/0001-96 - CJC COMERCIO VAREJISTA E ATACADISTA DE FERRAMENTAS LTDA;13.8;30.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196880/show;Pregão;90003;2024;160224;90003_2024_21;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;21;DOBRADIÇA PORTA;DOBRADIÇA PORTA, MATERIAL LATĂO, ALTURA 3 POL, LARGURA 2 1/2 POL;Pacote 3,00 UN;2024;90003
Pregão | 90003/2024;23;265078 - ARAME GALVANIZADO;ARAME GALVANIZADO, MATERIAL METAL, TIPO Nº 14;25/05/2024;24/05/2025;160224 - PQ R MNT/5;50.0;40.044.357/0001-96 - CJC COMERCIO VAREJISTA E ATACADISTA DE FERRAMENTAS LTDA;17.12;50.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196881/show;Pregão;90003;2024;160224;90003_2024_23;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;23;ARAME GALVANIZADO;ARAME GALVANIZADO, MATERIAL METAL, TIPO Nş 14;Quilograma;2024;90003
Pregão | 90003/2024;24;395433 - FECHADURA;FECHADURA, MATERIAL CAIXA METAL, COMPONENTES DUAS CHAVES, TIPO TETRA, APLICAÇÃO PORTA;25/05/2024;25/05/2025;160224 - PQ R MNT/5;20.0;43.892.634/0001-09 - BRAVE DISTRIBUIDORA LTDA;51.48;20.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196882/show;Pregão;90003;2024;160224;90003_2024_24;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;24;FECHADURA;FECHADURA, MATERIAL CAIXA METAL, COMPONENTES DUAS CHAVES, TIPO TETRA,         APLICAÇĂO PORTA;Unidade;2024;90003
Pregão | 90003/2024;25;406257 - FECHADURA;FECHADURA, MATERIAL CAIXA LATÃO, MATERIAL LINGUETA LATÃO, ACABAMENTO SUPERFICIAL CROMADO BRILHANTE, MATERIAL TAMBOR SEGREDO LATÃO, CARACTERÍSTICAS ADICIONAIS CILINDRO OVAL COM 5 PINOS, TIPO EXTERNA, APLICAÇÃO PORTA, COMPRIMENTO 15,50 CM, ALTURA 22,40 CM, ESPESSURA 2,50 CM;25/05/2024;25/05/2025;160224 - PQ R MNT/5;20.0;08.658.622/0001-13 - J. J. VITALLI;47.42;20.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196883/show;Pregão;90003;2024;160224;90003_2024_25;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;25;FECHADURA;FECHADURA, MATERIAL CAIXA LATĂO, MATERIAL LINGUETA LATĂO, ACABAMENTO          SUPERFICIAL CROMADO BRILHANTE, MATERIAL TAMBOR SEGREDO LATĂO, CARACTERÍSTICAS ADICIONAIS CILINDRO OVAL COM 5 PINOS, TIPO EXTERNA, APLICAÇĂO PORTA,          COMPRIMENTO 15,50 CM, ALTURA 22,40 CM, ESPESSURA 2,50 CM;Unidade;2024;90003
Pregão | 90003/2024;26;432887 - REBITE POP;REBITE POP, MATERIAL ALUMÍNIO, TIPO REPUXO, DIÂMETRO CORPO 4 MM, COMPRIMENTO 10 MM;25/05/2024;25/05/2025;160224 - PQ R MNT/5;500.0;13.338.681/0001-44 - COMERCIAL SPONCHIADO LTDA;0.07;500.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196884/show;Pregão;90003;2024;160224;90003_2024_26;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;26;REBITE POP;REBITE POP, MATERIAL ALUMÍNIO, TIPO REPUXO, DIÂMETRO CORPO 4 MM, COMPRIMENTO  10 MM;Unidade;2024;90003
Pregão | 90003/2024;27;319855 - TELA METÁLICA;TELA METÁLICA, MATERIAL AÇO GALVANIZADO, TIPO TELA SOLDADA, TIPO ABERTURA MALHA QUADRANGULAR, TAMANHO ABERTURA MALHA 15 X 15 CM, DIÂMETRO FIO 4,20 MM, COMPRIMENTO 3 M, ALTURA 2 M, APLICAÇÃO CONSTRUÇÃO CIVIL, CARACTERÍSTICAS ADICIONAIS FABRICAÇÃO DE ACORDO NORMAS ABNT;25/05/2024;25/05/2025;160224 - PQ R MNT/5;20.0;16.864.240/0001-74 - JCV COMERCIO E INDUSTRIA LTDA;100.0;20.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196885/show;Pregão;90003;2024;160224;90003_2024_27;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;27;TELA METÁLICA;TELA METÁLICA, MATERIAL AÇO GALVANIZADO, TIPO TELA SOLDADA, TIPO ABERTURA     MALHA QUADRANGULAR, TAMANHO ABERTURA MALHA 15 X 15 CM, DIÂMETRO FIO 4,20 MM,  COMPRIMENTO 3 M, ALTURA 2 M, APLICAÇĂO CONSTRUÇĂO CIVIL, CARACTERÍSTICAS      ADICIONAIS FABRICAÇĂO DE ACORDO NORMAS ABNT;Unidade;2024;90003
Pregão | 90003/2024;28;278044 - TELA METÁLICA;TELA METÁLICA, MATERIAL ARAME GALVANIZADO, TIPO TELA ALAMBRADO, TIPO ABERTURA MALHA LOSANGULAR, TAMANHO ABERTURA MALHA 100 X 50 MM, DIÂMETRO FIO 2,20 MM, COMPRIMENTO 25 M, ALTURA 1,50 M;25/05/2024;25/05/2025;160224 - PQ R MNT/5;4.0;41.278.073/0001-27 - MP COMERCIO DE TELAS E FERRAGENS LTDA;750.0;4.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196886/show;Pregão;90003;2024;160224;90003_2024_28;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;28;TELA METÁLICA;TELA METÁLICA, MATERIAL ARAME GALVANIZADO, TIPO TELA ALAMBRADO, TIPO ABERTURA MALHA LOSANGULAR, TAMANHO ABERTURA MALHA 100 X 50 MM, DIÂMETRO FIO 2,20 MM,   COMPRIMENTO 25 M, ALTURA 1,50 M;Rolo 25,00 M;2024;90003
Pregão | 90003/2024;29;444715 - TELHA;TELHA, MATERIAL ALUMÍNIO E ZINCO, TIPO TRAPEZOIDAL, COMPRIMENTO 5 M, LARGURA 1,10 M;25/05/2024;25/05/2025;160224 - PQ R MNT/5;50.0;44.207.436/0001-21 - DISTRIBUIDORA JORDAO COMERCIO ATACADISTA DE EMBALAGENS LTDA;188.1;50.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196887/show;Pregão;90003;2024;160224;90003_2024_29;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;29;TELHA;TELHA, MATERIAL ALUMÍNIO E ZINCO, TIPO TRAPEZOIDAL, COMPRIMENTO 5 M, LARGURA  1,10 M;Unidade;2024;90003
Pregão | 90003/2024;30;450336 - TELHA;TELHA, MATERIAL ZINCO, TIPO TRAPEZOIDAL, COMPRIMENTO 2,20 M, LARGURA 110 M;25/05/2024;25/05/2025;160224 - PQ R MNT/5;50.0;44.207.436/0001-21 - DISTRIBUIDORA JORDAO COMERCIO ATACADISTA DE EMBALAGENS LTDA;87.12;50.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196888/show;Pregão;90003;2024;160224;90003_2024_30;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;30;TELHA;TELHA, MATERIAL ZINCO, TIPO TRAPEZOIDAL, COMPRIMENTO 2,20 M, LARGURA 110 M;Unidade;2024;90003
Pregão | 90003/2024;31;441409 - VERGALHÃO;VERGALHÃO, MATERIAL AÇO CARBONO, BITOLA 1/2 POL, COMPRIMENTO 1 M, CARACTERÍSTICAS ADICIONAIS ROSCADO;25/05/2024;25/05/2025;160224 - PQ R MNT/5;30.0;07.645.527/0001-12 - BIGPAR COMERCIO DE PARAFUSOS, FERRAMENTAS E MATERIAIS ELETRICOS LTDA;27.24;30.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196889/show;Pregão;90003;2024;160224;90003_2024_31;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;31;VERGALHĂO;VERGALHĂO, MATERIAL AÇO CARBONO, BITOLA 1/2 POL, COMPRIMENTO 1 M,             CARACTERÍSTICAS ADICIONAIS ROSCADO;Unidade;2024;90003
Pregão | 90003/2024;32;236983 - VERGALHÃO ARMAÇÃO CONCRETO;VERGALHÃO ARMAÇÃO CONCRETO, MATERIAL FERRO, TIPO CA-50, COMPRIMENTO 12 M, BITOLA 1/4 POL, APLICAÇÃO ARMAÇÃO VIGAS/PILARES E LAJES;25/05/2024;25/05/2025;160224 - PQ R MNT/5;50.0;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;23.0;50.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196890/show;Pregão;90003;2024;160224;90003_2024_32;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;32;VERGALHĂO ARMAÇĂO CONCRETO;VERGALHĂO ARMAÇĂO CONCRETO, MATERIAL FERRO, TIPO CA-50, COMPRIMENTO 12 M,     BITOLA 1/4 POL, APLICAÇĂO ARMAÇĂO VIGAS/PILARES E LAJES;Barra 12,00 M;2024;90003
Pregão | 90003/2024;33;290432 - PREGO COM CABEÇA;PREGO COM CABEÇA, MATERIAL FERRO COMUM, TIPO CABEÇA LISO, TIPO CORPO LISO, TIPO PONTA COMUM, ACABAMENTO SUPERFICIAL POLIDO, BITOLA 10 X 10;25/05/2024;25/05/2025;160224 - PQ R MNT/5;5.0;18.955.309/0001-09 - GLOBAL IMPORTADORA E COMERCIO LTDA;20.0;5.0;https://contratos.sistema.gov.br/transparencia/compras/528349/itens/5196891/show;Pregão;90003;2024;160224;90003_2024_33;90003/2024;Objeto: Pregăo Eletrônico -  Eventual aquisiçăo de MATERIAL METÁLICO PARA MANUTENÇĂO DE BENS IMÓVEIS-CCALC;33;PREGO COM CABEÇA;PREGO COM CABEÇA, MATERIAL FERRO COMUM, TIPO CABEÇA LISO, TIPO CORPO LISO,    TIPO PONTA COMUM, ACABAMENTO SUPERFICIAL POLIDO, BITOLA 10 X 10;Quilograma;2024;90003
